Sentiment,Student Reviews & Comments,Challenges & Issues,Source,Language,Sentiment Target Class,
Negative,"Addressing what?
Not a single thing you guys have done is for the students!
First online classes now online exams in practical fields. I dont understand what type of people are running this office !
As if covid 19 wasnt enough for you guys",,Facebook,English,1,
Negative,"Ok we are agree for online classes, but can we disscus about fees concession as we are using our own internet, our own
 ac, our own house.... universities dont have to pay electricity bills they can reduce fees upto 40 or 50 percent....",#Semester fee relaxation issue,Facebook,English,1,
Neutral,"My semester fee is 24,010 out of which only 15000 is tution fee. The rest is a combination of transport fee, sports 
fee, Internet fee etc etc. As we are being taught online so only tution fee should be charged and the left should be waved off... Or else promote us .. stop the drama of online classes.. you've no interest in students learning, your only intrest is collecting fee..
#Shame_on_HEC
#Shame_on_gov_poor_policies
#No_fee_in_pandemic
#We_are_united
#WeWantReliefOnSemesterFee #StudentProtest
Electricity humari, Laptop Humara, Data Package Humara, So why should we pay full fee? Lockdown men sb se zyada Nuqsan University Students ka hua hai. University Students k sath Injustice Na Manzoor.",#Semester fee relaxation issue,Facebook,Mix(English+Roman Urdu),2,
Positive,"We dont want to be promoted without exams to but atleast dont time bond us for exams. 3 hours only to solve and 
submit the paper? Giving exam on campus and giving exam at home is VERY DIFFERENT",,Facebook,English,3,
Negative,Don?t promote university student without examination,#Online exmaination issue,Facebook,English,1,
Negative,"Reading these comments confirms that no matter how hard the government try, education system will never be
 improved. These are the comments from the people who will represent the new system for the future. Shame on us",,Facebook,English,1,
Negative,"If u want to take exam then make a proper arrangment not like whatsapp zoom etc all of shit.. universities lms is not
 working also what we learn during online classes except the noise of hehe ah vo eheh due to disconnection of internet on zoom ???? shame on u HEC",#Poor internet connectivity issue,Facebook,English,1,
Negative,"We should all raise the voice because online classes are not going well and remote areas of poor students has not facility
 of net and not come proper signal of net so how can they take online classes .these areas are Kashmir, Gilgit baltistan, Balochistan and KPK",,Facebook,English,1,
Negative,"So why we treating discriminating we also suffered from covid and there is not too much resources to take online classis 
and other hand promotion/exam fee are also we r also human don't do this with us","#Online classes proper resources 
issue",Facebook,English,1,
Negative,"Aoa. In remote area we are facing a serious difficulty in attending online classes. Online classes are just farmality the
 universities completing to get huge fees from poor students.",,Facebook,English,1,
Negative,"what is the mean of online exam ? all students can copy from google, instead of it its better to be promoted bcz this
 exam cant judge some one knowlegde; infact they can check knowlegde of google not a student. Our semstr has started from january and up till now we are done only with mid exam. its huge lose for students",,Facebook,English,1,
Negative,"Guys it's a good opportunity to get used too with the technology, the future is gonna be like this. The whole world is 
going through this system of virtual Education also know as E-Education. We always demand for modification in everything so why not in Education system. I am a student too and belong to the high mountains of North, I don't have internet access too, but this can't be excuse for stepping down from education. I also understood the problems of students and the situation but believe me the whole world is learning from the internet, and you have more knowledge on the internet then your actual teacher, despite who would spend half of the houre with useless personal topics in class... This is just a suggestion, I am not pointing out any particular person or org.",,Facebook,English,1,
Negative,"Students have no power.
Today's tweet showd that.
Almost 50% students having no facilities to attend online classes but HEC is implementing their wishing just to for fee.
Shame on HEC and system.
They should think about students but here scenario and drama is just for their pockets.
#ShameonHEC
#HEC_JawaabDou","#Proper facilities issue
",Facebook,English,1,
Negative,"In my opinion, only students of those areas, where internet is not available, should ask for special concessions. 
Rest of the students, should go in favour of "" distance learning "" through online classes. Allah bless us all.",,Facebook,English,1,
Negative,"Before taking online Exam and conducting online classes, it is requested to all HEC high authorities to come to FATA 
Mohmand agency, Firstly set electricity then adjust mobile signal and internet access then give us half of university fees for we do pakage for internet, and we have no more opportunities to setup for wifi you due to Covid-19 pandemic people are longing for 2 time meal tell me how they pay for wifi.so its requested from all Mohmand student associations to plz break up semester","#Poor internt connecitivity in
 backward areas
#Electricity issue in remote areas
#Semester fee relaxation issue",Facebook,English,1,
Neutral,The students are against from online classes because they faced so many problems related to their place.,,Facebook,English,2,
Negative,"Actually it's not about promoting to next class with or without taking exam! But most important thing is that Don't u know that poors from very low family can't take benefits from this strategy.
Bcoz they can't afford those highly cost of packages.
They will take mobile in rent from someone, but believe me it's even impossible for them to get any package for online classess!
Some of them use free fb from multiple weeks, months and year!
Whenever u make any decisions always take care of Middle and poors too with Rich!??
Respect Sir??","#Highly expensive internet data package issue
",Facebook,English,1,
Negative,"Come to Fata or gilgit or kashmir and start posting from there rather than setting in Islamabad Ac rooms then u would 
understand our problem",,Facebook,English,1,
Negative,"Please stop students feature & stop dramas of online classes
this is not a good decision & you are playing students feature",,Facebook,English,1,
Negative,"Its very difficult for us means Gilgit baltistan and FATa students to give online examination .. because we haven't
 proper net facilities in our areas ..here we Have only 2g and 3g net service ..",,Facebook,English,1,
Neutral,"Online classes is only held to charge semester fees even they know there are so many students who don't have a
 facilities of online classes and due to lockdown many people's become jobless. So how they will the heavy fees of semesters. Say no to semester fees.",,Facebook,English,2,
Negative,"Promote us to the next semester????. All other institutions are shut down,clgs n schools' students are being promoted
 due to the pandemic so are we,the university students corona resistant??",,Facebook,English,1,
Negative,"Online classes &online exams system is not proved good and effective for students...Because of internet problems,
majority of students blongs to villages where internet access not available .internet in our cities is is not good compare other countries.if matric &intermediate students are permote on the basis of previous students. University students why not ?","#Poor internet connectivity in
 remote areas",Facebook,English,1,
Negative,"Higher Education Commission, Pakistan you should ashamed on your policies that you have made for the universities
There are thousands of students who doesn't have any resources for fast and smoth Internet by which they can manage their classes, so why are you promoting these types of unacceptable phenomenon to us.
You should need to make a policy through which the universities should pay back the fee to the students or they should need to break the semesters and restart them again in the next session.
The students are the future of pakistan and you put your future online, that's not good??","#Proper resources issue
#Semester fee relaxation issue",Facebook,English,1,
Neutral,"Online classes is a complete mess.Its already 2 months and I haven?t learnt or understand a single lecture of mine. 
We want semester break and suspend online classes","#online calsses understandibility 
issue",Facebook,English,2,
Neutral,If board exams can be cancelled and students are promoted then why not university students.,,Facebook,English,2,
Neutral,"What i think HEC should do now is that... They form a single platform for learning. They select highly experienced staff
 for giving lectures on various fields form the top universities, they must make a channel through which everyone can get benefit, they must make video not so called online class but videos to upload with proper sound and result so that a student when get proper connection and proper time must watch it comfortably.",,Facebook,English,2,
Negative,"OK we accept it but you need to give students high level Internet connectivity, also provide a place without loads
 heading. U people please don't compare Pakistan with any other nations we don't have enough resource to use.",#poor resources issue,Facebook,English,1,
Negative,"we have not taken any classes and you are saying about exams...shame on HEC ...then why the hell we give tution fee? .
.we want promoted now only schools and fsc students are not humans we are also",,Facebook,English,1,
Neutral,"The HEC assured the students to solve the problems being faced by some of them regarding internet connectivity and 
quality of lectures in their online classes as well as subsequent. What have you done so far to mitigate the effects of network connection issues?",#poor internet connectivity issue,Facebook,English,2,
Neutral,"What about the salary of interns that are working in universities? University is not paying salary to them. HEC kindly take
 the action on this matter because HEC is paying the fund to universities, to pay salary to interns.",,Facebook,English,2,
Negative,"We cant sit in exams in this pendamic because hostels are closed and in some areas transport is not started yet so how
 can we rush to tha universities for exams ?",,Facebook,English,1,
Negative,Shame on this policy because we are suffering too much with online classes,,Facebook,English,1,
Neutral,"Pay Fee, Take Online Classes. This is what Pakistani #universities are forcing the #students to do.
Everyone has suffered after the #lockdowns happened around the globe. All #businesses have taken a hit, thousands of employees have been laid off from mega companies allnover the world.
But the universities in #Pakistan know no shame. Blatantly asking for the 'full' fee from students even when the expenses have become less than 50 percent. Students are now using their own #computing devices, own #electricity, own internet connections at home which doesn't cost universities a penny, and same is the case with #teachers working from home.
Pakistan is one of the most #affected countries in the world in this pandemic, but this disgusting and #shameful behaviour of private universities have made them show their reality. #Higher Education Commission of Pakistan is also of no good in these times, and can't control the substandard education and #knowledge being conveyed to the students.",#Semester fee relaxation issue,Facebook,English,2,
Neutral,"I don't want to be promote without exams but I want that Professors take class on zoom properly, not on what's app....
this is terrible to take class on audio notes....some of teachers even don't bother to take class on what's app....please make a good decision. I beg you",,Facebook,English,2,
Negative,"if you?re not replying to our messages , leave your post in HEC,go home, quarantine your self , be save & and bring someone responsible person who can help us in our education in this pendamic, because you?re taking it as business for the educational institutes...
we are doing our professional degree without practical experience, if you can?t promote us with out exam so,here we are not able to attend exam without proper syllabus..
OR JUST Answer us.",,Facebook,English,1,
Negative,Stop online classes.... Most of the students are belong to tribal areas... That's end,,Facebook,English,1,
Negative,"Charging full fee in this pandemic without going to uni a single day is fare??
hec chairman you are def.shame on you...you are there just to earn money..yiu are not consulting students regard their issues..",#Semester fee relaxation issue,Facebook,English,1,
Negative,"Respected Chairman of HEC
We are facing many problems in online classes like network issues, low voice quality, voice interruption, Not being able to manage the package of poor students etc.
They are just wastage of time for both students and teachers. We are not properly understanding topics and clear our concepts. It is a matter of education not entertainment because online classes are more entertainment than learning.
If you have to comply with the HEC order, where can we go with our problem?
Online classes are just a waste of time If the result of the children is not good then some parents will take their children away from education and put them to work students will commit suicide then who will be responsible for the future of this child If no one is willing to take online education then you can file a complaint against HEC?
Also there are many students who belongs to remote areas of the country where there is no internet availability or internet speed is very slow.All these factors would negatively effects grades in our courses.So kindly review your policy regarding this and give us semester break which would be a better decision in student's interest.","#Internet issue
#Electricity/Loadshedding issue
#Online calsses sound quality issue
#voice interuption issue
#Data package issue 
#online calsses understandibility issue",Facebook,English,1,
Neutral,"Please stop online classes.. they Universities suck our thousands of fee through online classes..and we got nothing 
except copying assignments from others",,Facebook,English,2,
Neutral,"U should promote the students on the basis of previous obtained cgpa ,if not then u ll be responsible for the carnage
 and sabotage which the students ll do it ,for not recognizing and understanding there difficulties related to this cursed lms system.",,Facebook,English,2,
Negative,"Out of question but for u ,not pa those who belong to remote area where there is no availability of 2g service.shame 
on u ...Did u think about their future .",,Facebook,English,1,
Negative,"I have never seen such a failed and bogus institute like HEC shame on you and your incompetency. This institute is of no
 use why we are spending public money on it. This shall be eliminated.",,Facebook,English,1,
Neutral,"Balochistan faces troubles with internet..... So this is out of the question question to set an online examination... 
Or provide internet to all the Distt of balochistan...","#Poor internet connectivity issue
 in remote areas",Facebook,English,2,
Negative,"We exam is formilty please also give hope students those who belong to backward area because this is the situation 
only you can motivate the young genration of our country....
Thanks you consider if this is good idea...",,Facebook,English,1,
Negative,"After pandemic students are worrying about your decession that what going to be happen with us...
And you guys are trying to trouble them with your online classes ideas without thinking issues",#Mental Health issue,Facebook,English,1,
Negative,"What is the purpose of promoting the engineering without any experiment?? This is not fsc class... If you don't want to
 promote us than open our universities bcz we want to gain practical knowledge more than theoretical knowledge",,Facebook,English,1,
Negative,"Universities should conduct paper as was mention in the term and conditions at the time of admission .... Mcqs cant 
replace the theory that u can write....Though corona is a reality but Poverty is also A big reality...a number of students have no laptops..no internet...no proper training.....",,Facebook,English,1,
Negative,"We are from remote area were net is not accessible and you are making decisions of online classes how we can manage
 it? It is very difficult for us and we are very stressful regarding this online clses but you people have no concern with us or our studies you are just completing your formalities.","#Mental Health issue
#Internet issue",Facebook,English,1,
Negative,"Many my friends live at village sides there no any facilities of Internet..u all are living air conditioner rooms and take
 stupid decisions .","#poor internet connectivity in 
remote areas",Facebook,English,1,
Negative,"Accourding to HEC 9TH.10TH and 11th. 12th is not important classes.But university student are most important for his carrier. HEC says we can issue fake dgree. My question is that all board issue fake dgrees? If HEC think permotion is out of question then university can not accept those student who permote in next classes.
Respected sir! if our one of student effected or died with COVID-19 then what happend you can not imagine .Then student of All universty protest against you.
Please sir solved this issue and permote All Student. If permotion train miss then all students come you home and protest against Your Behaviour.",,Facebook,English,1,
Negative,"Think of accessibility problems Chariman Sab. Even In the middle of Capital city one can not find good internet. 
How poor students who worked in call centers to afford their studies and paid hundred of thousand rupees fee. Now you become obstinate to reward elites. Your leadership failed at all. #pathetic #HEC",,Facebook,English,1,
Negative,"Its a shame that how education system now a days looting and making money in the name of online classes.We all are disturbed and confused too.We ain't getting anything in online classes!All the things are going against the flow.Promote us the basis of previous record.
Band kro ya online darama",,Facebook,Mix(English+Roman Urdu),1,
Negative,"This decision is totally wrong by #HEC . The students who are from villages or from #Site_areas and having no 4G or even 
3G connection , how would they get online classes , even same problem is of mine , #HEC should take care of all","#Poor internet connectivity in rural
 areas",Facebook,English,1,
Negative,"HEC is Not Doing Anything but issuing brazen statements..HEC is under control of Looters & status quo & they hv no 
clearcut policy..Cursing on the system & PM imran khan is sleeping",,Facebook,English,1,
Negative,"Why u cant promote we r not in the favor of online clases promote us our time is getting wasting dont play with our
 future some have internet some dont have and u can promote school college student then uni students are the real youth u should think about them too",#Internet issue,Facebook,English,1,
Neutral,"All the students should file an application to the Chief Justice of Pakistan to take action against this incompetent HEC 
chairman who has decided to destroy career by introducing online classes that are only a source of wasting time and resources of this underdeveloped nation. Shame",,Facebook,English,2,
Neutral,"If promotion without exams is out of question...!!! Then you guys who are enjoying this pendemic should make a move!!
 There is solution for everything you should start online classes and concerns about taking exams is that you guys need to make a new IT system and server so that you can send an exam link to the students and they will join in the exam server..it's not a big problem but unfortunately I believe that HEC employees are so-called strategic planners you guys are disgrace..!!",,Facebook,English,2,
Negative,"Universities can take exams at university with strict SOPs and they can divide schedule of exams for each department like
 1st week of exam only for business school department and then second week for aviation, then 3rd for Cs department at university not online.",,Facebook,English,1,
Negative,"We do not have issue with online classes but with system and format of that.. in last 3 months HEC couldnt make sure 
any perfect system of online ?
And such a classes we can do it from already youtube and other sites which is just a waste of time for us..
#Bycottonlineclasses",,Facebook,English,1,
Negative,"Shame on you Hec on your shit policy stop this online classes dramas we are not a rober who gave money for this shit 
type of online classes check universities method how they teach thiere is just slid with voice, i thnk your childs need to deal with these type of shit study which destroy our degree grades and future, universty only see money that how can they get...
There is no fredom of expresion to rise a voice for our future if you rise you may extrude from university",,Facebook,English,1,
Negative,"Literally it's just the wastage of time we get nothing we are completely fed up of these online sessions and suffering with 
depression And lot of disorders by sitting all the day on laptop why ????
PlZzz understand ourselves issues not everyone can manage internet connection neither can afford packages kindly suspend these ....","#Mental Health Issue
#Highly expensive data package issue",Facebook,English,1,
Negative,"You people are playing with our futures. Our teachers is not effficient to teach us online. Moreover, we are not capble
 to study in online classes. We suffer with headache and eye problem due to continously online classes.So tell how we concentrate on digital screens for hours. How we study stats on team app. How we control internet issue? Please
Take step and stop online system.",,Facebook,English,1,
Negative,Promoting will be better because there are many students they belong to that area where has't even electricity,,Facebook,English,1,
Negative,"So Simple To Understand Right? No Vaccine, No Classes! Not Everyone Can Access Internet Nor Have Some Gadgets For
 Making Online Class Possible. Provide Gadgets And Cheaper Internet Packages To All Over Universities of Pakistan Then You Can Start Online Classes Otherwise Shut That Shit Off",,Facebook,English,1,
Negative,"That is not fair...
Please take good decision for students. HEC should pormote the uni students.",,Facebook,English,1,
Negative,"HEC is playing with our future,
we are not seeking education,just wasting our time
this is all dumb.....",,Facebook,English,1,
Neutral,"I attended one of our whole class very carefully and at the time of attendance, unluckily, problem in network connection resulted in my absence ??
In another class due to internet disconnection I was KICKED OUT from the meeting by host.
Our uni staff announced during online exams disconnection would be considered as lame excuse and in such situation we would be awarded F grade!
You were playing with us then and now! You are getting paid AND DON'T really care about our future.
NOT JUST OUR UNI, BUT WHOLE EDUCATION SYSTEM.",#internet issue,Facebook,English,2,
Negative,My comment is just few words .. as we are belonging to poor Family now it is upto you ....,#Financial issue,Facebook,English,1,
Negative,open the university as soon as possible...no online classes.....,,Facebook,English,1,
Negative,What do you mean out of question...your policy is poor n out of mind...shame on you guys!!!!,,Facebook,English,1,
Negative,"we have no internet facilities ,we should boycott online classes.",#internet issue,Facebook,English,1,
Negative,We don't want stupid online exams..hec just playing with our future..protest against them..,#online examination issue,Facebook,English,1,
Negative,"We will protest ....fees ki bhoki sarkar ,HEC , don't play with future of students",#Semester fee relaxation issue,Facebook,English,1,
Negative,"We are living in Gilgit Baltistan... here no internet and other facilities.
We were facing many difficulties so please stop this online drama","#Poor internet connectivity in 
remote areas",Facebook,English,1,
Neutral,"#HEC ok the image is fake but tell us onething are u real to students ???? playing with their life do u think this online classes is usefull plz stop playing with students life
players ku cricket ground mi training k beghair na bhejo this online system is same as this example",,Facebook,English,2,
Neutral,Promote on the basis of previous records is better than to conduct online exams n on-line classee,#online examination issue,Facebook,English,2,
Negative,"We want promtion like matric and ist yr 2nd yr students....
Govt and private uneversties take no fee of current semester....",,Facebook,English,1,
Negative,"We will not stop here. We must continue our campaign against online classes.
HEC should cancel online classes unless best facilities are provided or students are promoted.
#BoycottOnlineClasses
#Protest_InfrontOfHEC
#SayNoToUniversitiesFees",#Semester fee relaxation issue,Facebook,English,1,
Negative,"Bkwas serf bkwas ...
Any official of hec may contact me , i can assure him my genuine issues and plenty of emails and text messages that i have written to Administration and staff . And to no surprise they didn't even bothered to give a single short reply .
And you say addressing all issues .
Khuda ki lanat hay jothon py",,Facebook,Mix(English+Roman Urdu),1,
Negative,Please stop playing to students future.,,Facebook,English,1,
Negative,What nonsense.. first give us source like laptop wifi or other facilities,#Proper resources issue,Facebook,English,1,
Negative,"We pay feeses for proper learning not for this bullshit online classes so be responsible for God sake and cancel these 
online system",,Facebook,English,1,
Negative,We want quality education not that stupid online classes and exams,#Online classes quality issue,Facebook,English,1,
Neutral,"Hec its a humble request universities open kr daen corona kia sirf university ,colleges or schools mn hai kia sirf q k markets to open han wahan corona ni hai kia
Online study is very difficult
Plzzzz ignore na kren its about future of many students",,Facebook,English,2,
Negative,"We dont want to be promoted directly but we want quality education for us but
unfortunately no one in this country is answerable to victim.I want exams no online classes. Ku k system hi nai ha to online class kia ho gi? AAgar asy hi agy jana ha to phir degree ka kia faida? We are on last smstr practical work ha sara projct ye wo? Kesy karian gy? Ghar bait k? When shopping malls are opn markets are open why not education institute? Are we kids? Or corna only attak education institute? Nor markets Neither shopping centers..
#HEC","#online classes quality issue
#Final Year students FYP issue",Facebook,English,1,
Negative,Stop playing games with our future stop online classes,,Facebook,English,1,
Negative,"Stop playing with our future
Universities are making money and aren't able to provide good classes and the teacher are also not qualified for online teaching
#promoteus #promoteuniversitystudents","#Untrained Teacher/Instructor
 for online classes",Facebook,English,1,
Neutral,"Plz don't ruined the future of students
Remove the mental and physical pressure from the students by pormoting to next semester
Plz close the drama of online classes",#Mental Health issue,Facebook,English,2,
Negative,"The format we're having can't be called Online class. It's self study which can be done from several YouTube videos and many websites on Google which we usually do in paper times. I wonder where is our semester fees gone?
Apart of it, one might have hundred of confusions and questions while watching the videos of Financial mgt. Learning accounting is a two way process in which question arises and must be answered simultaneously. If u get stuck on one point u can't learn the upcoming things. And self study of accounting is like maths without question. U can never learn it.
And definitely we don't have any issue from an online class. But the format and the way they're offering is pathetic.
My opinion.",,Facebook,English,1,
Negative,"Majority Of our student can?t afford internet
Many have no electricity
Many have weak internet problem
Many have no laptop
Due lockdown majority can?t afford to pay semester fees
For shit online classes
Many can?t afford high internet packages for shit Online Exams
IT depart and management of uni are useless
Administration not providing us any kind knowledge
Teachers don?t know how take online classe\Exams and and no clue about exams policies patterns etc
Some of them don?t how to access things / gadgets
Stop torturing us In name of Online classes and Exams
#Promte_Us_Dont_Ruin_Us_HEC","#Highly expensive data packages isseu
#Electricity issue
#Poor internet signals
#Laptop/Smartphone availability issue
#Semester fee issue
#Untrained teacher for online classes
#Mental Health issue",Facebook,English,1,
Negative,"We need your help .You know the current situation.I am a student of bs. I want to talk about our papers. Some students
 don't attend online classes because of internet issues .so the students given online exams. You know the current situation corona virus spread speedily. I am student and next month my exams . I am sick . I am a corona patient. And there are other students like me who are suffering from this disease.How can we give papers in such a case? Please take care of us a little bit. If we don't give the papers then our six months are wasted and so are our fees. We belonged to middle families we do not afford again. Please you help us . We need your help. If the papers do not cancel,so please shorten the course.I humbly request you.Thank you!",#internet issue,Facebook,English,1,
Negative,"Our concerns ? HEC isn't even bothering what we students want. HEC is only concerned about wasting our time and 
money for online classes. If it's about to study from youtube videos, google slides and other forums then we can do this on our own as well without paying any penny. Thank you very much ! Corona is not here because of us, then why the hell HEC, PM and Education Minister are all playing games with our future ? Who the hell told you that it's easy to learn technical subjects online ? Stop staking our future for some money. Stop online classes ! We can wait as long it takes to but we would never allow you to play with our future.",,Facebook,English,1,
Negative,Stop playing with our future we don't want mental torture #notoonlineclasses,,Facebook,English,1,
Negative,"Online classes are utterly injustice with Students of villages,Ex Fata Students,poor and even middle class Students.As 
internet is obligatory for Online Classes and it is clear that Ex Fata and many villages have even no network then how students of these areas will be able to attend Online Classes.Secondly,some places have network but a weak internet system as shown in picture.So Students of such areas will have to go outside their homes to get good access of internet.Now let me tell you that if movies and dramas are supposed to be watched in Cinema Halls then how a student can get/understand lecture outdoor,would he not be disturbed by passersby?
Internet required for Online Classes must be more than 20 GB as there will be at least three consecutive classes.Monthly 20 GB internet expenses are about 600 it's mean that every student will have to consume at least 1000 Rupees on internet every month,so, how poor students will afford this? Many students get admission in Govt.Colleges because they can't afford the expensive semester fee of universities.
In a nutshell,decision about Online Classes must be taken unbiasedly.It should not be on the basis of QAU or Numul,Islamabad or Lahore but Students of areas deprived of network and internet be chiefly concerned.
-LohaNi
-GC1(D.I.Khan)-ISF President","#Poor internet connectivity in remote areas
#internet data package issue
#semester fee issue",Facebook,English,1,
Negative,"Then open the universities right now!! Then studying in this environment despite of paying large sum of fee is outt of question!
Pta ni Allah n kis gunah ki saza k tor p yh log nazil kiye hain hum pe yeh HEC and educational lawmakers! Allah k bndo hn online classes are fine q k life rukti nahi na rukni cahiye lekin yeh b samajhny ki zaroorat h k this system is new for students and above all untested! No one was prepared for this kisi uni k pas itny resourses nahi thy to conduct good classes bhai kabi server crash hojata hai toh kabhi kuch wo bhi theek hai maan liya no university had planned for this but how the fuck do you guys can judge and play with the future if our youth on the basis of this shitty shitty and shit system!
""OUT OF QUESTION MY FOOT!""",,Facebook,English,1,
Negative,"We condemn this kind of bias behaviour of HEC. The studnts from villages don't have an internet access or having signal problms. How would be they able to continue their studies?HEC should promote uni students as same as schl or clg students was promoted
#SayNoToUniversitiesFees",#Poor internet connectivity in rural areas,Facebook,English,1,
Negative,"Since 15 march public sector students of affliated colleges are facing poor online classes. Is this in your question?
Our 1/3rd syllabus is completed on whatsapp audio msgs.
Is this in your question?
Our mid terms have not been conducted.
Is this in your questions?
We are from middle class at home facing corona health crises as well as financial crises.
Is this in your questions?
Have u ever face a month in which you not recieved your salary? In such financial crises our financial resuorces have damaged not your.
Our financial strength is also out of question.
We are mentally disturb from your policy. Which is only a policy policy policy changing day by day.
Is this in questions?
You have any sympthy for affliated colleges? Is this in your question list?
Ohhh u are just facilitating private sector.
U must be thrown out from our educational sector. This is in our questions.","#Financial issue
#Mental Health issue",Facebook,English,1,
Negative,"A smartphone, a fast & stable internet connection and a laptop is a privilege only a few can afford. The decision to classes, and online exams is discriminatory and every university student of Pakistan cannot afford it.
@edutv_hec #SayNoToOnlineClasses #SayNoToOnlineExams",,Facebook,English,1,
Neutral,I'm from balochistan I haven't access of Internet here is only 2g than what I do?any solution HEC,,Facebook,English,2,
Negative,"If u cant allow all the student to atend tge classes but Please allow the science students to attend their classes because we cant be able to perform our practicals at home and this is #out_of_the_question that your semester will pass without any lab Perfornmence...
get it please",,Facebook,English,1,
Negative,"Seriously..what the hell you guys are doing...do you really think we students are satisfied with this online system ..you just convey your orders without having a look on all the perspectives regarding decision.There's very poor net signals some students can't afford heavy pkgs.plz have a look on your decisions...we can't support you regarding online classes and there's no chance of supporting you regarding online exams...kiya system ha bari bari kitabain
Koi 1000 pages ki kitab ka pdf bhej diya jata refrences diye jaty yahan sy parh lo ye online clases han aur papers bhi asy hi hny online.hm bht disturb aur dissapoint ho gye han system sy...
We request u that online class and exams should be cancelled..plz have a look on your policies and decisions..hope so you will soon come to decision that students will agree with..
Regards..","#Highly expensive data package
 issue",Facebook,English,1,
Negative,Please Stop Online Classes,,Facebook,English,1,
Negative,stop online classes and online exam,#online examination issue,Facebook,English,1,
Negative,"#Shame_On_HEC
Stop Playing With Future Of Students.",,Facebook,English,1,
Negative,"HEC is incompetent and unable to handle their website, on other side they are talking about online classes, blah blah blah, sooo funny
#HEC
#HEC_Official",,Facebook,English,1,
Negative,We want Justice stop online classes,,Facebook,English,1,
Negative,Please stop online classes,,Facebook,English,1,
Negative,Hec don t care about student they are just seeking money you don t deserve that pos,,Facebook,English,1,
Negative,"Don't Play With Our Future. Give Us Our Rights.
We take Stand For Ourselves.
#HEC_JawaabDou #NoOnlineExams #HEC_PromoteToNextSemester",,Facebook,English,1,
Negative,"Plz stop online classes. Online classes is only held to charge smester fee even they know there are so many students 
who don't have a facililties of online classes and due to lockdown many people become jobless. We have no issue with exams but for God sake online exams are unacceptable.it's totally injustice with university students. Plz stop onlines class and exams.",,Facebook,English,1,
Negative,"#I_declare_and_accept_that_most_of_students_are_facing_several_problems_so_they_can_not_continue_their_study online
*: Khalil Ilias, student of BS Sociology.*
*The major problems are following.*
*1. Unpleasure environment at home.*
Most of students belongs to joint families and their is too noise at their homes, rooms.
Parents also disturb students in their home works.
*2. Network unavailability.*
Some students belong to such areas that there is no think about network facility such as kacho.
*3. Slow network spead*
Most of students belong to rural areas and their is 2G network that is unsufficient for live class.
*4. Expensive Internet Packages.*
Students who are belongs to poor family or labor class. Their parants has unemployeed due to lockdown, so they can not afford to expensive packages.
*5. Problems during live Class.*
During live classes not only students but teachers also face several problems such as, network connection break, Audio noise problem, low display quality, Noise at home, whats app or other notifications slide up on the screen.
*6. Limited numbers of participant.*
Only 100 people can join a meating at a time and the enrollment of most classes is above 100, so all student can not join.
*7. Unmatched decipline.*
Most of students belongs to diciplines where study is based on practicals and live experience work, such as medical fields.
*8. Unintelligible class.*
Students who are weak mind and they cant gain more clear at 4 wall rooms, how they can g","#Proper enviorement issue
#Internet issue
#Poor internet signals
#hgihly expensive internet data package",Facebook,English,1,
Negative,"I belong to a far area of Gilgit Balistan, due to online classes I traveled maximum 50 kilometre from my village for 
internet services. After that much struggle I just only search my assignment and project topics. Due to this I unable to attain online classes. It is impossible for all those students who belong to such far areas to attain online classes. It's a humble request to HEC please think about all those students and take a right decision otherwise we have no option except to freeze our semesters that we never want.","#Poor internet connectivity in 
remote areas",Facebook,English,1,
Negative,"Online classes is only held to charge semester fees even they know there are so many students who don't have a facilities of online classes and due to lockdown many people's become jobless. So how they will the heavy fees of semesters. Say no to semester fees.
Shame on uh Higher Education Commission, Pakistan
Uh people are playing with us... Uh just want fees. If we can study online then why we need to go universities...
Promote us in the next smester. Otherwise students will be on road after 12 june .",,Facebook,English,1,
Negative,"Online classes is only held to charge semester fees even they know there are so many students who don't have a facilities of online classes and due to lockdown many people's become jobless. So how they will the heavy fees of semesters. Say no to semester fees.
Shame on uh Higher Education Commission, Pakistan
Uh people are playing with us... Uh just want fees. If we can study online then why we need to go universities...
Promote us in the next smester. Otherwise students will be on road after 12 june .",,Facebook,English,1,
Neutral,"HEC! You are just playing with our futures and nations. Online classes and exams are baseless.
There are so many issues regarding online system. Network issues signal problems etc...
So it is humble request please take it seriously & promote the student's on the basis of pervious semester grading ( gpa& cgpa)",#Poor internet signals,Facebook,English,2,
Negative,"Okay Then when will you take our exams in 2021 as i heard educational institutions are going to be closed till 2021.. Will you waste 1year of students?
It is better to promote students without exams on the basis of their previous records and starting new session online by providing facilities to all the students.. Don't waste our time please Thankyou!",,Facebook,English,1,
Negative,"We condemn this kind of bias behaviour of HEC. The studnts from villages don't have an internet access or having signal problms. How would be they able to continue their studies?HEC should promote uni students as same as schl or clg students was promoted
#SayNoToUniversitiesFees","#poor internet connectivity in 
remote areas",Facebook,English,1,
Negative,"We were unable to learn anything from online classes... Now u guys are planning so called exams. This is totally
 unacceptable.. Higher Education Commission, Pakistan","#online examination issue
#online calsses understandibility issue",Facebook,English,1,
Negative,"#Stop_online_classes
#stop_exams
#We_want_permotion",#online examination issue,Facebook,English,1,
